gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,CLV,AvgMonthlyCharges
1,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0.06368159203980098,0.21071872697126015,0,0,0,1,0,0,1,1,0,0,0,0.20757894736842106,0.10817524841915085
0,0,0,0,0.41666666666666663,1,1,1,1,1,0,0,0,0,0.7179104477611941,0.3247800755342668,0,0,1,0,0,1,0,1,0,0,0,0.31719298245614036,0.7456136275648472
1,0,1,0,0.6805555555555555,1,1,1,0,0,0,1,1,1,0.8218905472636816,0.5581418109801033,0,0,1,0,1,0,0,0,0,0,1,0.5779707602339181,0.791177795159876
0,0,1,0,0.8472222222222222,1,1,1,0,1,1,0,1,0,0.5681592039800994,0.5445490972733973,0,1,0,0,0,0,1,0,1,0,0,0.5375847953216374,0.5923763827802212
0,0,1,1,0.6527777777777778,1,1,0,1,0,0,1,0,0,0.6860696517412935,0.4625840549005159,0,0,1,0,1,0,0,0,0,1,0,0.4793450292397662,0.66622680208565
0,0,0,0,0.2777777777777778,1,0,1,0,1,0,0,1,0,0.4592039800995025,0.16103997789240973,0,1,0,0,1,0,0,0,1,0,0,0.15064327485380116,0.5217653890824622
0,0,1,1,0.4722222222222222,1,0,0,0,0,0,1,0,0,0.5975124378109452,0.29526298820928526,1,0,1,0,1,0,0,0,0,1,0,0.31136842105263157,0.5727813076450092
1,0,1,1,0.9722222222222222,1,1,0,0,0,0,0,0,0,0.06417910447761191,0.19412076271186443,0,0,0,1,0,0,1,1,0,0,0,0.20222222222222222,0.09578894972623198
0,0,0,1,0.75,1,0,1,1,0,1,1,1,1,0.8716417910447761,0.6709020357406044,0,0,1,0,0,1,0,0,0,1,0,0.6685263157894736,0.8745730631909493
0,1,1,0,0.8472222222222222,1,1,0,1,1,1,1,0,1,0.7965174129353233,0.6985250092114961,0,0,1,0,0,1,0,0,0,0,1,0.7013216374269007,0.7960663353706138
0,0,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0.5840796019900497,0.026298820928518797,1,0,1,0,1,0,0,0,0,1,0,0.027000000000000003,0.5794037940379404
0,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.031111827560795877,0,0,0,1,0,1,0,0,0,0,1,0.029573099415204678,0.06512999195926028
1,1,0,0,0.2222222222222222,1,1,0,0,0,0,1,1,1,0.7751243781094528,0.1760777450257922,1,0,1,0,1,0,0,0,0,1,0,0.17992982456140352,0.7600464576074333
1,0,1,1,0.041666666666666664,1,0,0,1,0,0,1,0,1,0.4024875621890548,0.01941322770817981,0,1,0,0,1,0,0,0,1,0,0,0.02059649122807018,0.3941927990708478
0,0,0,0,0.3472222222222222,1,0,0,0,0,0,0,0,1,0.018905472636815884,0.06175732313927783,0,0,0,1,1,0,0,0,0,0,1,0.05891812865497076,0.07134959349593498
0,0,0,0,0.41666666666666663,1,1,1,0,0,0,0,1,1,0.46019900497512434,0.21744311901252766,0,1,0,0,1,0,0,0,0,0,1,0.22631578947368422,0.4568950832365467
1,0,1,0,0.29166666666666663,0,0,1,0,0,0,0,0,0,0.10199004975124376,0.07246568717759766,0,1,0,0,1,0,0,0,0,1,0,0.07,0.15046734140810797
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.2691542288557213,0.005216009579955785,1,1,0,0,1,0,0,0,0,1,0,0.005298245614035088,0.29291521486643435
1,0,0,0,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.03331107221812823,1,0,0,1,1,0,0,1,0,0,0,0.034035087719298245,0.051211769260549767
0,1,1,0,0.3194444444444444,1,0,0,0,0,0,1,1,1,0.718407960199005,0.24378799742078117,0,0,1,0,1,0,0,0,0,1,0,0.2433157894736842,0.7273342422865222
1,0,1,1,0.625,1,1,1,1,0,0,1,1,1,0.8646766169154229,0.544733327192336,0,0,1,0,1,0,0,0,0,1,0,0.5534210526315789,0.8488372693250741
1,0,1,1,0.3333333333333333,1,1,0,1,1,0,0,0,0,0.645771144278607,0.23409289793662494,0,0,1,0,0,1,0,1,0,0,0,0.23340350877192986,0.6590979481223384
1,0,0,0,0.15277777777777776,1,1,0,0,0,1,1,0,0,0.7154228855721393,0.1137562177597642,1,0,1,0,1,0,0,0,0,1,0,0.1159824561403509,0.7065146235877943
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.2666666666666666,0.005187223655121592,1,1,0,0,1,0,0,0,0,0,1,0.0052690058479532165,0.2905923344947735
1,0,1,0,0.7777777777777777,1,1,0,0,1,1,1,1,0,0.845273631840796,0.6614257092851881,0,0,1,0,0,0,1,1,0,0,0,0.6759298245614035,0.8251119960179194
1,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0.572636815920398,0.00872789240972734,1,0,1,0,1,0,0,0,0,1,0,0.008865497076023392,0.5763066202090592
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.002239544952100221,0,0,0,1,1,0,0,0,0,1,0,0.0022748538011695906,0.0527293844367015
1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,1,1,0.6074626865671642,0.06023742630803243,1,0,1,0,1,0,0,0,0,1,0,0.06492397660818713,0.5664177866268458
1,1,1,0,0.7638888888888888,1,0,0,0,1,1,1,0,0,0.7019900497512437,0.553300018422992,0,0,1,0,0,0,1,0,1,0,0,0.5712280701754386,0.6838010769718087
1,0,0,0,0.027777777777777776,0,0,0,0,0,1,0,0,1,0.1258706467661691,0.006799235445836404,1,1,0,0,1,0,0,0,0,1,0,0.0072280701754385964,0.14634146341463417
1,0,1,1,1.0,1,1,1,0,1,1,1,1,1,0.673134328358209,0.7036143607221814,0,1,0,0,0,0,1,0,1,0,0,0.7233684210526317,0.6605949154729642
1,1,0,0,0.625,0,0,0,0,0,0,0,1,0,0.15870646766169155,0.18383843036109065,0,1,0,0,0,1,0,0,0,1,0,0.18000000000000002,0.2016724738675958
1,0,0,0,0.6527777777777778,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.12046333824613119,0,0,0,1,0,0,1,0,0,0,1,0.11076608187134503,0.07883460597523911
1,1,0,0,0.6388888888888888,1,0,0,1,0,0,1,1,0,0.7661691542288557,0.509418754605748,1,0,1,0,0,1,0,0,1,0,0,0.5124561403508772,0.7656516689390496
0,0,0,0,0.027777777777777776,1,0,0,1,0,0,0,0,1,0.3189054726368159,0.010679578113485631,0,1,0,0,1,0,0,0,0,0,1,0.011766081871345029,0.3029036004645761
1,0,1,0,0.027777777777777776,1,0,1,0,0,1,0,0,1,0.6159203980099502,0.022401206705969054,0,0,1,0,1,0,0,0,0,1,0,0.01874853801169591,0.7758420441347271
1,0,1,0,0.16666666666666666,1,0,0,1,0,0,0,0,1,0.32835820895522383,0.07047945836403834,0,1,0,0,1,0,0,0,0,1,0,0.07192982456140351,0.345954316686024
1,1,1,0,0.9444444444444444,1,1,0,1,0,0,0,1,1,0.7099502487562188,0.705554532056006,1,0,1,0,1,0,0,1,0,0,0,0.7126081871345029,0.7092846894855505
0,0,1,1,0.9583333333333333,1,0,0,0,0,1,1,1,1,0.7656716417910447,0.7682042188651438,0,0,1,0,0,0,1,0,1,0,0,0.768280701754386,0.7704186234408928
0,1,0,1,0.7777777777777777,1,0,1,0,0,0,1,1,0,0.7616915422885572,0.6061509764185705,0,0,1,0,0,1,0,0,1,0,0,0.6209122807017544,0.745462087273934
1,1,0,0,0.05555555555555555,1,1,1,0,0,0,0,0,1,0.6169154228855721,0.03496914148857775,0,0,1,0,1,0,0,0,0,1,0,0.03754385964912281,0.5774680603948896
0,0,1,0,0.8888888888888888,1,1,0,1,1,1,1,0,1,0.5756218905472636,0.5548544583640385,0,1,0,0,0,0,1,1,0,0,0,0.5696374269005848,0.571602787456446
0,0,1,0,0.8194444444444444,1,1,1,1,1,0,1,1,1,0.9144278606965174,0.7424523305084747,1,0,1,0,0,1,0,0,0,1,0,0.7600994152046784,0.8874702257918464
0,0,1,1,0.861111111111111,1,1,1,1,1,1,1,1,0,0.9681592039800994,0.8243195007369198,0,0,1,0,0,0,1,1,0,0,0,0.8379064327485379,0.9448877898917237
0,0,1,1,0.875,1,1,0,0,0,0,0,0,0,0.06368159203980098,0.181293754605748,0,0,0,1,0,0,1,0,1,0,0,0.1816315789473684,0.10422358645355159
1,0,0,0,0.736111111111111,0,0,1,1,1,1,1,0,1,0.3517412935323383,0.3315217391304348,0,1,0,0,0,1,0,0,0,1,0,0.33225730994152053,0.37676681349023733
0,0,1,1,0.06944444444444445,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.009908115327929257,0,0,0,1,1,0,0,0,0,0,1,0.011374269005847953,0.031916376306620226
0,1,1,0,0.6805555555555555,1,1,1,1,1,0,0,0,1,0.6960199004975124,0.47893446020633756,0,0,1,0,1,0,0,0,0,1,0,0.5054736842105264,0.6607362108606508
1,0,1,1,0.861111111111111,1,1,1,0,0,0,1,1,1,0.8248756218905472,0.7643641764922625,0,0,1,0,0,0,1,1,0,0,0,0.7334853801169591,0.8668539957288974
1,0,1,0,0.7638888888888888,1,0,1,1,0,1,0,0,0,0.3835820895522387,0.3583329495210023,0,1,0,0,0,0,1,0,0,0,1,0.36538011695906436,0.39774891774891774
1,1,1,0,0.986111111111111,1,0,1,1,1,1,1,0,1,0.8074626865671642,0.8253788227708181,0,0,1,0,0,0,1,0,0,1,0,0.8254269005847954,0.8100930787979912
1,0,1,1,1.0,1,0,0,0,0,0,0,0,1,0.01840796019900498,0.15270933124539426,0,0,0,1,0,0,1,0,1,0,0,0.16926315789473687,0.043160407794554156
0,0,1,1,0.5,0,0,1,0,1,1,1,1,0,0.4223880597014925,0.25729435335298456,0,1,0,0,0,1,0,0,1,0,0,0.25557894736842107,0.44874177313201713
0,0,1,0,0.3472222222222222,1,0,0,0,0,0,0,0,1,0.026865671641791017,0.0570134027266028,0,0,0,1,0,1,0,1,0,0,0,0.06125730994152047,0.056037166085946555
1,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9611940298507461,0.9577595338983053,0,0,1,0,0,0,1,1,0,0,0,0.967157894736842,0.9454316686024004
1,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0.009950248756218888,0.07827468680913781,0,0,0,1,0,1,0,1,0,0,0,0.08105263157894738,0.04746418892760357
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,1,1,0.4432835820895522,0.007231024318349301,0,1,0,0,1,0,0,0,0,0,1,0.0073450292397660814,0.4555168408826945
1,0,1,0,1.0,1,1,1,0,1,0,1,1,1,0.8681592039800995,0.8686440677966103,0,0,1,0,0,0,1,0,0,1,0,0.888421052631579,0.8455542650664601
0,0,1,1,0.8194444444444444,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.1368195007369197,0,0,0,1,0,0,1,0,0,0,1,0.13697660818713453,0.05913895942833522
0,1,1,0,0.09722222222222221,1,0,0,0,0,0,1,1,1,0.708955223880597,0.07791774134119382,1,0,1,0,1,0,0,0,0,1,0,0.07327485380116959,0.7702339472374317
1,0,0,0,0.013888888888888888,1,0,0,0,1,1,1,1,0,0.5557213930348258,0.008532148120854828,0,1,0,0,0,1,0,0,1,0,0,0.008666666666666666,0.5605110336817654
1,0,1,1,0.41666666666666663,1,1,0,1,1,1,1,1,1,0.8880597014925372,0.3733534450994842,0,0,1,0,1,0,0,0,0,1,0,0.37719298245614036,0.8762679055361983
0,0,0,0,0.8888888888888888,1,0,0,0,0,0,0,0,0,0.012935323383084563,0.1427954587324982,0,0,0,1,0,0,1,0,0,0,1,0.1463391812865497,0.052054297328687604
0,0,0,0,0.875,1,1,1,1,1,1,0,0,0,0.5029850746268656,0.4733960482682389,0,1,0,0,0,1,0,1,0,0,0,0.5069473684210526,0.47836955920579616
0,1,1,0,1.0,1,1,1,1,1,0,1,1,0,0.6587064676616915,0.6793305545320562,0,1,0,0,0,0,1,0,1,0,0,0.7111578947368422,0.6333785004516712
0,0,1,0,0.1111111111111111,1,0,1,0,0,0,0,0,0,0.5646766169154228,0.07288020449521004,1,0,1,0,1,0,0,0,0,1,0,0.07017543859649122,0.6071428571428572
1,0,0,0,0.861111111111111,1,1,0,1,1,1,1,1,0,0.6592039800995024,0.597964259395726,0,1,0,0,0,0,1,1,0,0,0,0.6127485380116959,0.6502791203027238
0,0,1,1,0.9305555555555555,1,1,0,1,1,1,1,1,1,0.9248756218905473,0.8671241709653649,0,0,1,0,0,0,1,1,0,0,0,0.8713918128654972,0.9163763066202092
0,0,0,0,0.08333333333333333,1,0,0,0,0,0,0,0,0,0.26368159203980096,0.031198185335298455,1,1,0,0,1,0,0,0,0,1,0,0.03140350877192983,0.2915989159891599
1,0,1,1,0.9722222222222222,1,1,1,0,0,1,1,1,1,0.6203980099502486,0.6287076271186441,0,1,0,0,0,0,1,1,0,0,0,0.6598830409356725,0.5967745146839223
1,1,0,0,0.2777777777777778,1,0,0,0,0,0,1,0,0,0.6213930348258706,0.18586495946941786,0,0,1,0,1,0,0,1,0,0,0,0.18877192982456142,0.6219279907084786
1,0,0,0,0.06944444444444445,1,1,0,0,0,0,0,0,0,0.5706467661691541,0.046345338983050856,0,0,1,0,1,0,0,0,0,1,0,0.04421052631578948,0.6199767711962834
1,0,1,1,0.3333333333333333,0,0,1,1,1,0,1,1,0,0.39154228855721396,0.15748779476787034,0,1,0,0,0,1,0,0,0,1,0,0.16168421052631582,0.40152922957801007
1,0,1,0,0.15277777777777776,1,0,0,0,0,0,0,0,1,0.2567164179104477,0.05569500736919676,1,1,0,0,1,0,0,0,0,1,0,0.05667251461988304,0.28058283180234395
0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9189054726368159,0.9167971628592485,0,0,1,0,0,0,1,0,1,0,0,0.9313684210526316,0.8995225190347141
1,0,1,1,0.9166666666666666,1,0,1,1,0,1,0,0,1,0.39751243781094525,0.43878960943257195,0,1,0,0,0,0,1,0,1,0,0,0.4492631578947369,0.4084961109351354
1,0,1,1,0.625,1,0,1,0,1,1,1,1,1,0.6243781094527363,0.4068717759764186,0,1,0,0,0,0,1,0,0,0,1,0.4263157894736842,0.6016208543037811
1,0,1,1,0.9583333333333333,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.16084423360353725,0,0,0,1,0,0,1,1,0,0,0,0.1589824561403509,0.060115470719924596
0,1,1,0,0.20833333333333331,1,1,0,0,0,0,0,1,1,0.6701492537313432,0.15493160464259398,1,0,1,0,1,0,0,1,0,0,0,0.15017543859649124,0.7054897406116918
1,0,0,0,0.38888888888888884,1,0,0,0,1,0,1,0,1,0.41094527363184075,0.18957834377302876,0,1,0,0,1,0,0,1,0,0,0,0.19501754385964912,0.41836734693877553
1,0,0,0,0.9722222222222222,1,1,1,1,1,1,1,1,0,0.9681592039800994,0.9358419307295507,1,0,1,0,0,1,0,0,1,0,0,0.9460233918128655,0.9508345777335324
1,0,0,0,0.5,1,0,1,1,1,1,0,1,1,0.5701492537313433,0.3086023857774503,0,1,0,0,0,1,0,0,0,0,1,0.3181052631578947,0.563750161311137
0,1,0,0,0.2222222222222222,1,1,0,0,0,0,1,0,1,0.6800995024875621,0.14749907885040534,1,0,1,0,1,0,0,0,0,1,0,0.16205847953216374,0.6159117305458769
1,0,0,0,0.25,1,1,0,0,0,0,1,0,1,0.6661691542288557,0.1789217943994105,1,0,1,0,1,0,0,0,0,1,0,0.1793684210526316,0.6741256936378888
1,0,1,0,0.4722222222222222,1,1,0,0,0,0,1,1,1,0.7900497512437811,0.36932917280766403,1,0,1,0,1,0,0,0,0,1,0,0.3883157894736843,0.7485686957709914
0,0,1,1,0.5833333333333333,0,0,0,1,1,0,0,1,1,0.2671641791044776,0.23593519712601332,0,1,0,0,0,1,0,0,1,0,0,0.22154385964912282,0.32531386538355184
0,0,0,0,0.6666666666666666,1,1,1,0,0,1,0,1,1,0.5243781094527363,0.41787951363301407,0,1,0,0,0,1,0,1,0,0,0,0.3983157894736843,0.5745257452574526
0,0,1,0,0.6527777777777778,1,1,0,1,1,1,1,1,1,0.908457711442786,0.5900596444362566,1,0,1,0,1,0,0,0,0,1,0,0.6022046783625731,0.885091556082734
1,0,1,1,0.5416666666666666,1,1,0,1,1,1,0,0,1,0.7094527363184079,0.40006102616064854,1,0,1,0,0,1,0,0,0,1,0,0.4084736842105263,0.6997766461181094
1,0,1,1,0.15277777777777776,1,0,0,0,0,0,0,0,0,0.026368159203980085,0.023293570375829038,0,0,0,1,0,0,1,0,1,0,0,0.026888888888888886,0.042888818498574593
0,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.016983695652173916,0,0,0,1,1,0,0,0,0,0,1,0.016333333333333335,0.06779492284718769
1,0,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,0,0.06318407960199005,0.009942658437730288,0,0,0,1,1,0,0,0,0,0,1,0.008631578947368422,0.1394502516453736
0,0,0,0,0.1111111111111111,1,0,1,0,1,0,0,1,1,0.482089552238806,0.06666820191599117,0,1,0,0,1,0,0,0,0,1,0,0.062409356725146206,0.5444831591173055
0,0,0,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.011940298507462671,0.002239544952100221,1,0,0,1,1,0,0,0,0,0,1,0.0022748538011695906,0.0527293844367015
0,0,1,1,0.4444444444444444,1,0,1,1,1,0,0,1,0,0.7616915422885572,0.36057825165806934,0,0,1,0,0,1,0,0,0,0,1,0.3548070175438596,0.7812862950058073
0,0,1,1,0.8333333333333333,1,0,1,1,1,1,0,0,1,0.47363184079601983,0.45231899410464266,0,1,0,0,0,1,0,1,0,0,0,0.4621052631578947,0.4803406891211769
1,0,1,0,0.1388888888888889,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.021618229550479002,0,0,0,1,1,0,0,1,0,0,0,0.023333333333333334,0.046457607433217196
1,0,1,0,0.986111111111111,1,1,0,0,0,0,0,0,1,0.06368159203980098,0.19691299742078117,0,0,0,1,0,0,1,1,0,0,0,0.20469590643274854,0.09581063617477226
1,0,1,1,0.05555555555555555,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.008791221444362564,1,0,0,1,1,0,0,0,0,0,1,0.009520467836257311,0.04936120789779325
1,1,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5074626865671642,0.007973701179071483,1,0,1,0,1,0,0,0,0,1,0,0.008099415204678363,0.5154471544715448
1,0,1,1,0.5972222222222222,0,0,1,1,0,1,1,0,1,0.32835820895522383,0.24774318349299929,0,1,0,0,0,1,0,1,0,0,0,0.2577485380116959,0.33693109688571965
0,0,1,0,0.8194444444444444,1,1,0,0,1,0,1,1,1,0.808457711442786,0.6863831061164335,1,0,1,0,0,1,0,1,0,0,0,0.686608187134503,0.8107836768440325
1,0,1,0,0.3194444444444444,1,0,0,0,1,1,0,0,0,0.35820895522388063,0.1406537859248342,0,1,0,0,1,0,0,0,0,1,0,0.1459356725146199,0.36549007726102106
1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.17230678887251294,0,0,0,1,0,0,1,1,0,0,0,0.16336842105263158,0.06512453219770295
0,0,1,0,0.3055555555555555,1,0,1,0,0,1,0,0,1,0.37810945273631835,0.14878868828297717,0,1,0,0,0,1,0,0,1,0,0,0.14473684210526316,0.4177594762960617
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,1,0.06865671641791044,0.002895864038319823,0,1,0,0,1,0,0,0,0,0,1,0.002941520467836257,0.1056910569105691
0,0,0,0,0.9583333333333333,1,1,0,0,0,0,0,0,0,0.056716417910447736,0.19725267133382463,0,0,0,1,0,0,1,1,0,0,0,0.19328070175438597,0.10269487788045581
0,0,0,0,0.6944444444444444,0,0,1,0,0,1,0,0,1,0.1706467661691542,0.2013748157700811,0,1,0,0,0,1,0,0,0,0,1,0.20701754385964913,0.19700813008130086
1,1,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,1,0.06915422885572137,0.0029016212232866622,1,1,0,0,1,0,0,0,0,1,0,0.0029473684210526317,0.10615563298490127
0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.26616915422885573,0.01110560980103169,1,1,0,0,1,0,0,0,0,0,1,0.010526315789473684,0.32009291521486644
1,0,1,0,0.20833333333333331,1,0,0,1,0,0,0,0,0,0.5681592039800994,0.12833341009579957,0,0,1,0,1,0,0,1,0,0,0,0.13219298245614036,0.5624003097173829
0,0,0,0,0.4305555555555555,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.07013402726602802,0,0,0,1,0,0,1,1,0,0,0,0.07396491228070176,0.05457270240905174
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.002320145541635962,1,0,0,1,1,0,0,0,0,0,1,0.0023567251461988304,0.0592334494773519
0,0,1,0,0.9166666666666666,1,1,0,1,1,0,1,1,1,0.86318407960199,0.8213487932940311,1,0,1,0,1,0,0,0,1,0,0,0.8105263157894738,0.8762327103790518
1,0,1,1,0.0,0,0,1,1,1,1,1,0,0,0.3761194029850746,0.0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.39279907084785126
0,0,0,1,0.041666666666666664,1,0,0,0,0,0,1,0,1,0.36268656716417913,0.019511099852616065,1,1,0,0,1,0,0,0,1,0,0,0.019192982456140355,0.39682539682539675
1,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.01630434782608696,0,0,0,1,0,0,1,0,0,0,1,0.01871345029239766,0.036469221835075505
0,0,1,1,0.8888888888888888,1,0,1,0,1,0,1,1,1,0.545273631840796,0.5398685058953574,0,1,0,0,0,1,0,0,1,0,0,0.5468070175438596,0.5527076074332171
1,0,1,0,0.38888888888888884,1,0,0,0,0,0,0,0,0,0.02238805970149252,0.06483165991156964,0,0,0,1,1,0,0,0,0,0,1,0.06713450292397662,0.05885183341629335
1,0,1,0,0.7916666666666666,1,1,0,0,1,0,1,1,1,0.8208955223880597,0.6891350405305823,0,0,1,0,0,1,0,0,1,0,0,0.6716666666666667,0.8476190476190476
1,0,1,1,0.19444444444444442,1,1,0,0,1,0,0,1,1,0.6865671641791045,0.1449198599852616,1,0,1,0,1,0,0,0,0,1,0,0.1428654970760234,0.7073170731707317
0,0,0,0,0.2638888888888889,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.043006171702284456,0,0,0,1,0,0,1,0,0,0,1,0.044333333333333336,0.05466104285103002
0,0,1,0,0.1388888888888889,1,0,0,0,0,0,1,0,1,0.6139303482587065,0.09870117907148122,1,0,1,0,1,0,0,0,0,1,0,0.09350877192982457,0.6684785133565622
1,0,1,0,0.7083333333333333,0,0,0,1,0,0,1,1,1,0.3124378109452736,0.29400216470154755,0,1,0,0,1,0,0,0,0,1,0,0.2961578947368421,0.33719569128464394
1,0,1,0,0.9305555555555555,1,1,1,1,1,0,0,0,0,0.4716417910447761,0.4977489406779662,0,1,0,0,0,0,1,0,0,0,1,0.5144502923976608,0.471499644633973
0,0,1,1,0.15277777777777776,1,0,0,0,0,0,0,0,1,0.021890547263681587,0.028878039793662495,0,0,0,1,1,0,0,0,0,1,0,0.026309941520467835,0.08385598141695705
0,0,1,1,1.0,0,0,1,0,1,1,1,1,0,0.4248756218905473,0.5237944454679441,0,1,0,0,0,0,1,1,0,0,0,0.513263157894737,0.4590592334494774
0,0,1,1,0.9166666666666666,1,0,0,0,0,0,0,0,1,0.020895522388059695,0.15653785924834196,0,0,0,1,0,1,0,0,0,1,0,0.15708771929824564,0.06340055608348291
1,0,0,0,0.25,1,1,0,0,0,1,1,0,1,0.6975124378109452,0.18875506632277084,1,0,1,0,1,0,0,0,0,1,0,0.186,0.7182088011356305
1,0,0,0,0.125,1,0,0,0,0,0,0,0,1,0.01243781094527363,0.020593450626381727,0,0,0,1,1,0,0,0,0,1,0,0.020526315789473684,0.05665247128661763
1,0,0,0,0.125,1,1,0,0,0,0,0,0,1,0.5666666666666667,0.07298383382461313,0,0,1,0,1,0,0,0,1,0,0,0.07915789473684212,0.526390502000258
0,0,1,0,0.6666666666666666,1,1,1,1,1,0,1,1,1,0.927363184079602,0.6120002763448785,0,0,1,0,1,0,0,1,0,0,0,0.6256842105263158,0.9008710801393728
0,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0.5164179104477612,0.08468819086219603,0,0,1,0,1,0,0,0,0,0,1,0.08204678362573099,0.5554006968641115
1,0,0,0,0.125,1,1,0,0,0,0,1,1,1,0.7611940298507462,0.10246637803979368,1,0,1,0,1,0,0,0,0,1,0,0.09973684210526317,0.7907342882952639
1,1,0,0,0.18055555555555555,1,1,0,0,0,0,1,1,1,0.7641791044776118,0.14853537214443627,1,0,1,0,1,0,0,0,0,1,0,0.1445204678362573,0.7940141159653354
0,0,0,0,0.05555555555555555,1,1,0,1,0,0,0,0,0,0.5990049751243781,0.038003177966101705,1,0,1,0,1,0,0,0,0,1,0,0.036701754385964916,0.6386759581881534
0,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.5169154228855721,0.02739844325718497,1,0,1,0,1,0,0,0,0,1,0,0.032842105263157895,0.42473867595818815
1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.7338308457711442,0.7454863669859986,0,1,0,0,0,0,1,1,0,0,0,0.7747368421052632,0.7075235514259904
1,0,1,1,0.7083333333333333,1,0,1,1,1,1,1,1,0,0.6691542288557214,0.5091596812822403,0,1,0,0,0,0,1,0,1,0,0,0.51,0.6776297510874268
0,0,1,0,0.8194444444444444,0,0,0,1,0,0,0,1,1,0.226865671641791,0.2824129513633014,1,1,0,0,1,0,0,1,0,0,0,0.2832690058479532,0.25826886356030626
0,0,1,0,0.1388888888888889,1,1,0,0,0,0,1,0,1,0.6701492537313432,0.09370969970523214,1,0,1,0,1,0,0,0,0,1,0,0.1001169590643275,0.6281997677119628
0,1,1,0,0.8472222222222222,1,1,0,1,0,0,0,0,1,0.6358208955223881,0.5647625736919677,0,0,1,0,1,0,0,0,0,1,0,0.5860994152046785,0.6191161630585862
0,0,0,0,0.75,1,0,1,0,1,1,0,0,0,0.6582089552238807,0.5163101050110539,0,0,1,0,0,1,0,0,0,1,0,0.5330526315789474,0.643558308598959
1,0,0,0,0.4583333333333333,1,1,1,1,0,0,0,0,1,0.42437810945273624,0.23418501289609434,0,1,0,0,1,0,0,0,0,0,1,0.23505263157894737,0.44466265441875197
1,0,0,0,0.375,1,0,0,0,0,0,0,0,1,0.019900497512437804,0.06197033898305086,0,0,0,1,0,0,1,1,0,0,0,0.06394736842105263,0.057220286488579186
1,1,0,0,0.013888888888888888,1,0,0,0,0,0,1,0,1,0.6064676616915423,0.009119380987472368,1,0,1,0,1,0,0,0,0,1,0,0.009263157894736843,0.6078977932636469
0,0,0,0,0.3194444444444444,1,0,0,1,0,0,1,1,0,0.7666666666666666,0.252498618275608,0,0,1,0,1,0,0,0,0,0,1,0.25636257309941524,0.7578952683936778
0,0,0,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.0022856024318349305,0,0,0,1,1,0,0,0,0,0,1,0.002321637426900585,0.056445993031358915
0,0,1,1,0.625,1,0,1,1,1,1,1,1,1,0.6577114427860695,0.44423014922623444,0,1,0,0,0,0,1,0,0,0,1,0.4439473684210526,0.6686127242224804
1,0,1,1,0.5416666666666666,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.09842483419307296,0,0,0,1,0,0,1,1,0,0,0,0.09054385964912282,0.07566038297745617
